decision_state_id,dataset_id,machine_archetype,decision_severity,temporal_type,top_recommended_action,top_action_name,top_suitability_score,top_urgency_score,top_effectiveness_score,top_operational_risk,top_confidence,top_final_verdict,top_reasoning_summary,alternative_actions,candidate_ranking_order,num_candidates_evaluated,insufficient_information,uncertainty_explanation,llm_provider,llm_model,eval_latency_ms,evaluated_at
DS_SMSTATIC_M001_459,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,10,85,5,0.9,RECOMMENDED,Nominal telemetry and healthy severity tier support standard operation without intervention.,"[""ACT_MON_ENHANCED"", ""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005233+00:00
DS_SMSTATIC_M002_499,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,10,90,5,0.9,RECOMMENDED,"Machine state is healthy with normal operating telemetry, allowing continued production.","[""ACT_MON_ENHANCED""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005242+00:00
DS_SMSTATIC_M002_158,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,10,90,5,0.95,RECOMMENDED,Healthy asset state supports continuation of normal operations.,"[""ACT_MON_ENHANCED"", ""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005252+00:00
DS_SMSTATIC_M010_1198,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,10,85,5,0.9,RECOMMENDED,Nominal telemetry and healthy severity tier justify standard operation without intervention.,"[""ACT_MON_ENHANCED"", ""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,groq,qwen/qwen3.8-27b,1723,2026-09-22T13:20:07.063651+00:00
DS_SMSTATIC_M008_21,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,20,85,5,1.0,RECOMMENDED,Nominal telemetry; continue normal operation.,[],ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,ollama,qwen2.5:7b,53171,2026-09-22T13:14:56.475355+00:00
DS_SMSTATIC_M002_383,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,10,90,5,0.9,RECOMMENDED,"Machine state is healthy with stable parameters, supporting continued routine operation.","[""ACT_MON_ENHANCED"", ""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005294+00:00
DS_SMSTATIC_M004_214,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,10,90,5,0.9,RECOMMENDED,"Machine is healthy with nominal telemetry, justifying continued normal operation.","[""ACT_MON_ENHANCED"", ""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005304+00:00
DS_SMSTATIC_M005_84,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,20,85,5,0.9,RECOMMENDED,Nominal telemetry; continue normal operation.,[],ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,ollama,qwen2.5:7b,57140,2026-09-22T13:00:28.559427+00:00
DS_SMSTATIC_M001_919,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,90,15,80,95,0.8,RECOMMENDED,Nominal telemetry supports continued normal operation without intervention.,"[""ACT_MON_ENHANCED"", ""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005321+00:00
DS_SMSTATIC_M006_201,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,20,85,5,0.9,RECOMMENDED,Nominal telemetry; continue normal operation.,[],ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,ollama,qwen2.5:7b,41332,2026-09-22T13:02:46.790517+00:00
DS_SMSTATIC_M008_837,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,20,85,5,1.0,RECOMMENDED,Nominal telemetry; continue normal operation.,[],ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,ollama,qwen2.5:7b,41906,2026-09-22T13:15:17.881780+00:00
DS_SMSTATIC_M003_914,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,10,90,5,0.9,RECOMMENDED,"Machine status is healthy, so normal continued operation is fully appropriate.","[""ACT_MON_ENHANCED"", ""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005347+00:00
DS_SMSTATIC_M001_42,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,10,90,5,0.9,RECOMMENDED,Healthy asset state permits continued normal operation without intervention.,"[""ACT_MON_ENHANCED"", ""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005355+00:00
DS_SMSTATIC_M008_1347,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,20,85,5,1.0,RECOMMENDED,Nominal telemetry; continue normal operation.,"[""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,ollama,qwen2.5:7b,51401,2026-09-22T13:14:03.303573+00:00
DS_SMSTATIC_M007_1136,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,20,85,5,0.9,RECOMMENDED,Nominal telemetry; continue normal operation.,[],ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,ollama,qwen2.5:7b,61285,2026-09-22T13:06:55.531023+00:00
DS_SMSTATIC_M008_631,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,20,85,5,0.9,RECOMMENDED,Nominal telemetry; continue normal operation.,"[""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005384+00:00
DS_SMSTATIC_M010_843,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,20,85,5,0.95,RECOMMENDED,Nominal telemetry; continue normal operation.,[],ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,ollama,qwen2.5:7b,75775,2026-09-22T13:23:47.503572+00:00
DS_SMSTATIC_M008_1077,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,10,85,5,0.9,RECOMMENDED,Nominal telemetry and healthy severity tier support standard operation without intervention.,"[""ACT_MON_ENHANCED"", ""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005400+00:00
DS_SMSTATIC_M003_1387,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,10,90,5,0.9,RECOMMENDED,Healthy asset status supports continued operation without intervention.,"[""ACT_MON_ENHANCED"", ""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005409+00:00
DS_SMSTATIC_M005_910,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,20,85,5,0.9,RECOMMENDED,Nominal telemetry; continue normal operation.,"[""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,ollama,qwen2.5:7b,48143,2026-09-22T13:00:51.717117+00:00
DS_SMSTATIC_M007_697,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,20,85,5,0.9,RECOMMENDED,Nominal telemetry; continue normal operation.,[],ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,ollama,qwen2.5:7b,59901,2026-09-22T13:09:09.717238+00:00
DS_SMSTATIC_M006_479,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,20,85,5,1.0,RECOMMENDED,Nominal telemetry; continue normal operation.,[],ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,ollama,qwen2.5:7b,43959,2026-09-22T13:04:40.506401+00:00
DS_SMSTATIC_M001_1187,smart_maintenance_static,industrial_machine,HEALTHY,static_tabular,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,10,90,5,0.95,RECOMMENDED,"Telemetry indicates healthy operational status, supporting uninterrupted continuation.","[""ACT_MON_ENHANCED"", ""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005445+00:00
DS_SMSTATIC_M008_1339,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,95,20,85,5,0.9,RECOMMENDED,Early deviation; increase monitoring for proactive intervention.,"[""ACT_MON_CONTINUE"", ""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION,4,False,,ollama,qwen2.5:7b,70594,2026-09-22T13:13:41.842694+00:00
DS_SMSTATIC_M004_624,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.85,RECOMMENDED,Watch-tier status and moderate failure probability warrant increased monitoring frequency.,"[""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005463+00:00
DS_SMSTATIC_M001_273,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,95,20,85,5,0.9,RECOMMENDED,Early deviation; increase monitoring for proactive mitigation.,"[""ACT_MON_CONTINUE"", ""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005472+00:00
DS_SMSTATIC_M004_588,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.9,RECOMMENDED,Watch-tier failure probability warrants heightened monitoring frequency without invasive downtime.,"[""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005481+00:00
DS_SMSTATIC_M006_968,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_INSP_LUBRICATION,ACT_INSP_LUBRICATION,85,70,80,15,0.85,RECOMMENDED,Elevated temperature and vibration indicate potential lubricant breakdown requiring immediate physical inspection.,"[""ACT_INSP_VIBRATION"", ""ACT_MON_ENHANCED""]",ACT_INSP_LUBRICATION > ACT_INSP_VIBRATION > ACT_MON_ENHANCED > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005491+00:00
DS_SMSTATIC_M001_752,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_INSP_VIBRATION,ACT_INSP_VIBRATION,92,75,90,10,0.85,RECOMMENDED,High vibration and watch-tier failure probability necessitate spectral vibration diagnostics.,"[""ACT_MON_ENHANCED"", ""ACT_INSP_LUBRICATION""]",ACT_INSP_VIBRATION > ACT_MON_ENHANCED > ACT_INSP_LUBRICATION > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005534+00:00
DS_SMSTATIC_M006_915,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,95,20,85,5,0.9,RECOMMENDED,Early deviation; increase monitoring for proactive mitigation.,"[""ACT_MON_CONTINUE"", ""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION,4,False,,ollama,qwen2.5:7b,72648,2026-09-22T13:05:53.677149+00:00
DS_SMSTATIC_M002_934,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.85,RECOMMENDED,Watch-tier severity and moderate failure probability justify enhanced monitoring frequency.,"[""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005552+00:00
DS_SMSTATIC_M001_836,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.8,RECOMMENDED,Watch-tier severity and 50 percent failure probability warrant tighter monitoring frequency.,"[""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005561+00:00
DS_SMSTATIC_M001_504,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.85,RECOMMENDED,Watch-tier failure probability warrants heightened monitoring without intrusive intervention.,"[""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005571+00:00
DS_SMSTATIC_M005_1065,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,95,20,85,5,0.9,RECOMMENDED,Early deviation; increase monitoring for proactive detection.,"[""ACT_MON_CONTINUE"", ""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005579+00:00
DS_SMSTATIC_M001_1391,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,65,80,10,0.85,RECOMMENDED,Watch-tier failure probability and elevated temperature warrant heightened sampling frequency.,"[""ACT_INSP_LUBRICATION"", ""ACT_INSP_VIBRATION""]",ACT_MON_ENHANCED > ACT_INSP_LUBRICATION > ACT_INSP_VIBRATION > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005588+00:00
DS_SMSTATIC_M003_338,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.9,RECOMMENDED,Watch-tier failure probability and temperature elevation warrant heightened surveillance without invasive downtime.,"[""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005599+00:00
DS_SMSTATIC_M003_627,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,50,80,10,0.85,RECOMMENDED,Watch tier severity warrants enhanced monitoring without invasive intervention.,"[""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005609+00:00
DS_SMSTATIC_M002_93,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_INSP_LUBRICATION,ACT_INSP_LUBRICATION,92,75,88,10,0.85,RECOMMENDED,Elevated temperature and vibration indicate early frictional or lubrication breakdown requiring immediate inspection.,"[""ACT_INSP_VIBRATION"", ""ACT_MON_ENHANCED""]",ACT_INSP_LUBRICATION > ACT_INSP_VIBRATION > ACT_MON_ENHANCED > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005618+00:00
DS_SMSTATIC_M001_476,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.85,RECOMMENDED,Watch-tier severity and elevated failure probability warrant increased monitoring frequency.,"[""ACT_INSP_LUBRICATION"", ""ACT_INSP_VIBRATION""]",ACT_MON_ENHANCED > ACT_INSP_LUBRICATION > ACT_INSP_VIBRATION > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005627+00:00
DS_SMSTATIC_M009_183,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,95,20,85,5,0.9,RECOMMENDED,Early deviation; increase monitoring for proactive mitigation.,"[""ACT_MON_CONTINUE"", ""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION,4,False,,ollama,qwen2.5:7b,53203,2026-09-22T13:18:11.681853+00:00
DS_SMSTATIC_M010_673,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,95,20,85,5,0.9,RECOMMENDED,Early deviation; increase monitoring for closer tracking.,"[""ACT_MON_CONTINUE"", ""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION,4,False,,ollama,qwen2.5:7b,88340,2026-09-22T13:23:19.920577+00:00
DS_SMSTATIC_M008_897,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,95,80,90,10,0.9,RECOMMENDED,Increased monitoring for early detection.,"[""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION,4,False,,ollama,qwen2.5:7b,49431,2026-09-22T13:15:46.459317+00:00
DS_SMSTATIC_M007_1405,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,95,20,85,5,0.9,RECOMMENDED,Early deviation; increase monitoring for proactive detection.,"[""ACT_MON_CONTINUE"", ""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION,4,False,,ollama,qwen2.5:7b,49874,2026-09-22T13:07:27.127187+00:00
DS_SMSTATIC_M010_415,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,95,20,85,10,0.9,RECOMMENDED,Early deviation; increase monitoring for proactive maintenance.,"[""ACT_MON_CONTINUE"", ""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION,4,False,,ollama,qwen2.5:7b,58580,2026-09-22T13:21:07.759168+00:00
DS_SMSTATIC_M004_1148,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.85,RECOMMENDED,Watch-tier severity and moderate failure probability warrant increased monitoring frequency.,"[""ACT_INSP_LUBRICATION"", ""ACT_INSP_VIBRATION""]",ACT_MON_ENHANCED > ACT_INSP_LUBRICATION > ACT_INSP_VIBRATION > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005685+00:00
DS_SMSTATIC_M009_101,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,95,80,90,10,0.9,RECOMMENDED,Increased monitoring for early detection.,"[""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION,4,False,,ollama,qwen2.5:7b,48842,2026-09-22T13:16:36.527342+00:00
DS_SMSTATIC_M008_1421,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,95,20,85,5,0.9,RECOMMENDED,Early deviation; increase monitoring for proactive mitigation.,"[""ACT_MON_CONTINUE"", ""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION,4,False,,ollama,qwen2.5:7b,52002,2026-09-22T13:14:34.623489+00:00
DS_SMSTATIC_M001_1194,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.9,RECOMMENDED,Watch-tier failure probability and temperature elevation warrant heightened surveillance.,"[""ACT_INSP_LUBRICATION"", ""ACT_INSP_VIBRATION""]",ACT_MON_ENHANCED > ACT_INSP_LUBRICATION > ACT_INSP_VIBRATION > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005711+00:00
DS_SMSTATIC_M001_1016,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,50,80,10,0.85,RECOMMENDED,Watch-tier failure probability warrants increased monitoring sensitivity before invasive action.,"[""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005719+00:00
DS_SMSTATIC_M010_1008,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,95,80,85,20,0.9,RECOMMENDED,Increased monitoring for early detection.,"[""ACT_MON_CONTINUE"", ""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION,4,False,,ollama,qwen2.5:7b,62423,2026-09-22T13:20:36.416102+00:00
DS_SMSTATIC_M007_1230,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,95,60,85,5,0.9,RECOMMENDED,Optimal for watch-tier state to establish trends without invasive downtime.,"[""ACT_INSP_LUBRICATION"", ""ACT_INSP_VIBRATION""]",ACT_MON_ENHANCED > ACT_INSP_LUBRICATION > ACT_INSP_VIBRATION > ACT_MON_CONTINUE,4,False,,groq,qwen/qwen3.8-27b,2040,2026-09-22T13:06:36.055193+00:00
DS_SMSTATIC_M004_495,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.9,RECOMMENDED,Watch-tier status warrants enhanced monitoring to track elevated thermal and vibration readings.,"[""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005746+00:00
DS_SMSTATIC_M005_812,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.9,RECOMMENDED,Watch-tier failure probability and temperature elevation warrant enhanced tracking frequency.,"[""ACT_INSP_LUBRICATION"", ""ACT_INSP_VIBRATION""]",ACT_MON_ENHANCED > ACT_INSP_LUBRICATION > ACT_INSP_VIBRATION > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.005755+00:00
DS_SMSTATIC_M006_1316,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,95,80,90,10,0.9,RECOMMENDED,Early deviation; increase monitoring for timely detection.,[],ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION,4,False,,ollama,qwen2.5:7b,50783,2026-09-22T13:03:16.078810+00:00
DS_SMSTATIC_M006_1192,smart_maintenance_static,industrial_machine,WATCH,static_tabular,ACT_MON_ENHANCED,ACT_MON_ENHANCED,95,20,85,5,0.9,RECOMMENDED,Early deviation; increase monitoring for proactive detection.,"[""ACT_MON_CONTINUE"", ""ACT_INSP_VIBRATION"", ""ACT_INSP_LUBRICATION""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_VIBRATION > ACT_INSP_LUBRICATION,4,False,,ollama,qwen2.5:7b,69591,2026-09-22T13:02:03.456426+00:00
